Label,Message,ProcessedMessage,characters_count,words_count,readability,misspelled_count,emails_count,phones_count,is_currency_found,call,å£,free,txt,text,mobile,stop,claim,reply,prize,get,tone,service,p,nokia,new,send,urgent,win,week,"('å£', 'prize')","('please', 'call')","('å£', 'cash')","('po', 'box')","('customer', 'service')","('p', 'per')","('guaranteed', 'call')","('call', 'landline')","('prize', 'guaranteed')","('win', 'å£')",ip_count,urls_count,url,broken_url_count,has_blacklist_url
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,120,22,103.75045454545456,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,know mallika sherawat yesterday find lturlgt,76,13,89.8964285714286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrats year special cinema pas call suprman v matrix starwars etc free bxipwe pm dont miss,161,27,88.56333333333333,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Sorry, I'll call later in meeting.",sorry ill call later meeting,34,6,103.04428571428573,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Tell where you reached,tell reached,22,4,97.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yes..gauti and sehwag out of odi series.,yesgauti sehwag odi series,40,7,71.81500000000001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,gon na pick burger way home cant even move pain killing,108,23,94.35000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girl situation seeker,48,9,84.90000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Its a part of checking IQ,part checking iq,25,6,130.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Sorry my roommates took forever, it ok if I come by now?",sorry roommate took forever ok come,56,12,81.85500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar double check wif da hair dresser already said wun cut v short said cut look nice,110,24,94.35000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",valued customer pleased advise following recent review mob awarded å£ bonus prize call,153,28,69.46206896551725,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today song dedicated day song dedicate send valuable frnds first rply,124,23,80.49869565217392,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent awarded complimentary trip eurodisinc trav acoentry å£ claim txt dis å£ morefrmmob shracomorsglsuplt l aj,161,22,94.60500000000002,7,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",hear new divorce barbie come ken stuff,80,15,100.70750000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I plane to give on this month end.,plane give month end,34,8,124.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Wah lucky man... Then can save money... Hee...,wah lucky man save money hee,46,8,92.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Finished class where are you.,finished class,29,5,83.32000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe home wan na something xx,45,10,196.685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,K..k:)where are you?how did you performed?,kk youhow performed,42,6,113.10000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,U can call me now...,call,20,5,151.00000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I am waiting machan. Call me once you free.,waiting machan call free,43,9,113.10000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool gentleman treat dignity respect,73,14,71.76785714285717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I like you peoples very much:) but am very shy pa.,like people much shy pa,50,11,95.68818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Does not operate after  &lt;#&gt;  or what,operate ltgt,42,7,103.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Its not the same here. Still looking for a job. How much do Ta's earn there.,still looking job much ta earn,76,16,114.93294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Sorry, I'll call later",sorry ill call later,22,4,117.16000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,K. Did you call me just now ah? ,k call ah,32,8,135.26500000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Ok i am on the way to home hi hi,ok way home hi hi,32,10,129.00500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,You will be in the place of that man,place man,36,9,131.90000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yup next stop.,yup next stop,14,3,119.19000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"I call you later, don't have network. If urgnt, sms me.",call later dont network urgnt sm,55,11,131.205,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,real getting yo need ticket one jacket done already used multis,121,26,85.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes started send request make pain came back back bed double coin factory got ta cash nitros,144,31,84.46750000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I'm really not up to it still tonight babe,really still tonight babe,42,9,112.08500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Ela kano.,il download, come wen ur free..",ela kanoil download come wen free,41,7,92.965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,yeah donû÷t stand close tho youû÷ll catch something,62,10,120.11071428571431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry pain ok meet another night spent late afternoon casualty mean havent done stuffmoro includes time sheet sorry,195,39,62.60000000000001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
